,EffectiveDate,WorkDate,QuoteQueryId,QuoteDriverId1,QuoteDriverId2,PolicyInceptionDate,ProposerYearsAtHomeAddress,AddressLine4,NCDClaimedYearsEarned,NCDDrivingExperienceYears,VehicleCode,VehicleValue,VehicleAnnualMileage,VehicleDateManufactured,VehicleImported,VehicleEngineCapacity,VehicleFuelType,VehicleSeats,VehicleDoors,VehicleOvernightLocation,VehicleBodyType,CarsInHouseHold,EmploymentStatus,LicenceType,LicenceCountry,ClaimsIndicator,VoluntaryExcess,Driver1RelationshipToProposer,Driver1Age,Driver1VehicleDrivingFrequency,Driver2RelationshipToProposer,Driver2Age,Driver2LicenceType,Driver2LicenceCountry,Driver2LicenceDate,Driver2EmploymentStatus,Driver2VehicleDrivingFrequency,Driver2ClaimsIndicator,Insurer_1GrossPremCompStepAnnual,Insurer_1NetPremCompStepAnnual,Insurer_1FeePremCompStepAnnual,Insurer_1CommissionCompStepAnnual,Insurer_1DiscountCompStep,Insurer_1IncomeIfSold,Insurer_1CustomerPrice,Insurer_2GrossPremCompStepAnnual,Insurer_2NetPremCompStepAnnual,Insurer_2FeePremCompStepAnnual,Insurer_2CommissionCompStepAnnual,Insurer_2DiscountCompStep,Insurer_2IncomeIfSold,Insurer_2CustomerPrice,Insurer_3GrossPremCompStepAnnual,Insurer_3NetPremCompStepAnnual,Insurer_3FeePremCompStepAnnual,Insurer_3CommissionCompStepAnnual,Insurer_3DiscountCompStep,Insurer_3IncomeIfSold,Insurer_3CustomerPrice,Insurer_4GrossPremCompStepAnnual,Insurer_4NetPremCompStepAnnual,Insurer_4FeePremCompStepAnnual,Insurer_4CommissionCompStepAnnual,Insurer_4DiscountCompStep,Insurer_4IncomeIfSold,Insurer_4CustomerPrice,SaleFlag,IsDirectDebit,SaleCoverType,HomeOwner,PricingModel,MarketPricePrediction
464,11/30/23,11/11/23,56361243,72281177,72281178,11/13/23 0:00,0,Waterford,2,0,95051485,"€6,000.00",10000,1/1/11 0:00,0,1461,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,26,,Relative,61,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,1094.32,937.99,50,104.22,-54.72,99.5,1089.6,1560.94,1327.53,80,131.29,-78.05,133.24,1562.89,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€683.17
466,11/30/23,11/11/23,56340059,72251727,,11/13/23 0:00,0,Wexford,2,0,95052579,"€4,500.00",3000,1/1/12 0:00,0,1560,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,21,Main,,,,,,,,,2359.02,2022.02,0,224.67,260.51,485.18,2619.53,1174.34,998.73,0,98.78,129.68,228.46,1304.02,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,341.62"
467,11/30/23,11/12/23,56386900,72315998,,11/13/23 0:00,0,Donegal,1,0,95040146,"€3,200.00",10000,1/1/08 0:00,0,1896,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,20,Main,,,,,,,,,,,,,,,,1971.4,1676.61,0,165.82,91.93,257.75,2063.33,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,491.75"
468,11/30/23,11/12/23,56385498,72314080,,11/14/23 0:00,0,Louth,0,3,4066403,"€4,000.00",5000,1/1/09 0:00,0,1968,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,28,Main,,,,,,,,,,,,,,,,2416.8,2055.41,0,203.28,76.42,279.7,2493.22,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,051.64"
469,11/30/23,11/11/23,56345047,72259330,72259331,11/13/23 0:00,0,Galway,3,0,53628452,"€14,000.00",4000,1/1/15 0:00,0,1798,P,5,5,Garaged,5,,Employed,Full Irish,IE,0,0,Proposer,26,Main,Relative,66,Full Irish,IE,11/11/03 0:00,Retired,Frequent,0,,,,,,,,2255.34,1918.09,80,189.7,0,269.7,2335.34,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€736.73
470,11/30/23,11/11/23,56341955,72254571,,11/20/23 0:00,0,Dublin,0,0,95053062,"€5,500.00",8000,1/1/12 0:00,0,1242,P,5,5,Parked On Drive,5,,Employed,Provisional Irish,IE,0,0,Proposer,24,Main,,,,,,,,,,,,,,,,2896.21,2463.14,0,243.61,347.55,591.16,3243.76,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,598.25"
471,11/30/23,11/12/23,56381995,72309353,72309354,12/12/23 0:00,0,Laois,9,0,95051208,"€5,000.00",5000,1/1/10 0:00,0,1598,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,29,Infrequent (Casual),Relative,58,Full Irish,IE,11/12/07 0:00,Employed,Frequent,0,360.32,308.84,0,34.32,-9.46,24.86,350.86,,,,,,,,735.35,631.75,0,70.19,-19.3,50.89,716.05,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€405.33
472,11/30/23,11/12/23,56385193,72313690,72313691,11/20/23 0:00,0,Cork,5,0,95050390,"€10,000.00",13000,1/1/14 0:00,0,1956,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,52,Main,,52,Full Irish,IE,11/12/03 0:00,Employed,Frequent,0,,,,,,,,514.85,437.86,35,43.31,36.04,114.35,585.89,386.65,332.17,10,36.91,27.07,73.98,423.72,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€342.80
473,11/30/23,11/11/23,56353829,72271529,72271530,11/17/23 0:00,0,Carlow,0,0,95059593,"€14,500.00",6000,1/1/19 0:00,0,1242,,5,,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,23,Infrequent (Casual),Relative,50,Full Irish,IE,11/11/13 0:00,Employed,Frequent,0,1935.07,1658.63,0,184.29,-35.59,148.7,1899.48,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,152.48"
474,11/30/23,11/12/23,56364790,72285957,,11/30/23 0:00,0,Sligo,4,0,95051528,"€15,000.00",5000,1/1/14 0:00,0,1995,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,30,Frequent,,,,,,,,,1508.72,1293.19,0,143.69,98.43,242.12,1607.15,1313.98,1117.5,0,110.52,85.72,196.24,1399.7,1390.52,1194.61,0,132.73,90.72,223.45,1481.24,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€667.38
475,11/30/23,11/11/23,56359506,72278922,,11/12/23 0:00,0,Dublin,2,0,95051068,"€3,000.00",3000,1/1/09 0:00,0,1198,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,1,0,Proposer,22,Main,,,,,,,,,2683.52,2300.16,0,255.57,260.03,515.6,2943.55,1553.74,1321.4,0,130.69,150.56,281.25,1704.3,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,335.85"
476,11/30/23,11/11/23,56348175,72263757,72263758,11/11/23 0:00,0,Limerick,0,0,95052061,"€4,500.00",8000,1/1/10 0:00,0,1149,P,5,5,Kept On Public Road,5,,Employed,Full Irish,IE,0,0,Proposer,24,Main,Relative,51,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,5531.01,4740.87,0,526.76,353.98,880.74,5884.99,2651.94,2255.39,0,223.06,169.72,392.78,2821.66,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,366.00"
477,11/30/23,11/12/23,56375681,72300667,72300668,12/10/23 0:00,0,Wexford,9,0,95062151,"€42,000.00",8000,1/1/22 0:00,0,1598,,5,,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,58,Main,,61,Full Irish,IE,11/12/03 0:00,Self Employed,Frequent,0,453.2,388.46,10,43.16,-50.79,2.37,412.41,444.41,377.96,10,37.38,-50,-2.62,404.41,475.92,408.87,10,45.43,-52.83,2.6,433.09,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€344.11
479,11/30/23,11/12/23,56371397,72294588,72294589,12/6/23 0:00,0,Kildare,0,6,95040096,"€3,000.00",15000,1/1/08 0:00,0,1388,P,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,53,Frequent,,47,Full Irish,IE,11/12/03 0:00,Employed,Frequent,0,442.08,378.93,0,42.1,-29.91,12.19,412.17,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€815.42
480,11/30/23,11/12/23,56386235,72315020,,11/13/23 0:00,0,Dublin,0,0,95055866,"€13,000.00",10000,1/1/16 0:00,0,1560,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,37,Main,,,,,,,,,2590.96,2220.82,0,246.76,292.05,538.81,2883.01,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,172.07"
481,11/30/23,11/12/23,56379166,72305544,,12/12/23 0:00,0,Donegal,0,0,95061666,"€25,000.00",3000,1/1/20 0:00,0,1798,,5,,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,33,Main,,,,,,,,,2496.85,2140.15,0,237.8,292.63,530.43,2789.48,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,"€1,213.66"
482,11/30/23,11/11/23,56345533,72260010,72260011,11/22/23 0:00,0,Dublin,9,0,95053706,"€6,000.00",4000,1/1/13 0:00,0,1560,D,5,5,Parked On Drive,5,,Unemployed,Full Irish,IE,0,0,Proposer,36,Infrequent (Casual),,41,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,554.43,475.23,35,52.8,0,87.8,589.43,892.34,758.9,35,75.06,0,110.06,927.34,831.16,714.05,35,79.34,0,114.34,866.16,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€408.68
484,11/30/23,11/12/23,56371096,72294214,,12/1/23 0:00,0,Donegal,0,0,54604701,"€3,400.00",1000,1/1/10 0:00,0,1560,D,5,4,Kept On Private Property,9,,Unemployed,Full Irish,IE,0,0,Proposer,23,Main,,,,,,,,,4570.61,3917.66,0,435.3,292.52,727.82,4863.13,1816.36,1544.75,0,152.78,116.25,269.03,1932.61,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,694.04"
485,11/30/23,11/12/23,56365736,72287284,,11/29/23 0:00,0,Tipperary,9,0,95040312,"€3,000.00",3000,1/1/07 0:00,0,2500,P,5,4,Garaged,9,,Employed,Full Irish,IE,0,0,Proposer,38,Main,,,,,,,,,,,,,,,,1297.23,1103.25,0,109.11,116,225.11,1413.23,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€414.42
488,11/30/23,11/11/23,56350234,72266652,72266653,11/11/23 0:00,0,Kildare,9,0,95051218,"€6,500.00",7000,1/1/10 0:00,0,1598,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,43,Infrequent (Casual),Unrelated,21,Provisional Irish,IE,11/11/22 0:00,Employed,Frequent,0,1003.6,860.23,0,95.58,79.11,174.69,1082.71,,,,,,,,1685.9,1448.37,0,160.93,132.9,293.83,1818.8,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€548.43
489,11/30/23,11/11/23,56344245,72258158,72258159,11/11/23 0:00,0,Dublin,0,1,95055580,"€9,000.00",5000,1/1/14 0:00,0,1598,D,5,5,Carport,5,,Employed,Learner Permit,IE,0,0,Proposer,30,Main,Friend,30,Learner Permit,IE,11/11/23 0:00,Employed,Frequent,0,2629.34,2253.72,0,250.41,87.08,337.49,2716.42,3079.03,2618.62,0,258.98,101.95,360.93,3180.98,,,,,,,,,,,,,,,Insurer_19,1,Comprehensive,N,Champion,"€1,213.14"
490,11/30/23,11/12/23,56373477,72297514,,11/12/23 0:00,0,Dublin,0,0,95040437,"€2,500.00",3000,1/1/08 0:00,0,1461,D,5,5,Kept On Public Road,5,,Self Employed,Learner Permit,IE,0,0,Proposer,40,Main,,,,,,,,,6792.1,5821.8,0,646.87,102.42,749.29,6894.52,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,213.09"
491,11/30/23,11/11/23,56349946,72266259,72266260,12/1/23 0:00,0,Offaly,9,0,13002617,"€9,000.00",2000,1/1/13 0:00,0,898,P,5,5,Parked On Drive,4,,Unemployed,Full Irish,IE,0,0,Proposer,50,Frequent,,51,Full Irish,IE,11/11/03 0:00,Employed,Frequent,1,491.4,421.2,10,46.8,-24.57,32.23,476.83,494.16,420.27,10,41.56,-24.71,26.85,479.45,385.76,331.41,10,36.82,-19.29,27.53,376.47,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€352.39
492,11/30/23,11/12/23,56376632,72302106,,12/11/23 0:00,0,Mayo,0,1,95052592,"€5,000.00",8000,1/1/13 0:00,0,1560,D,5,5,Kept On Private Property,5,,Unemployed,Full Irish,IE,0,0,Proposer,18,Main,,,,,,,,,6466.87,5543.03,0,615.89,360.01,975.9,6826.88,2505.5,2130.85,0,210.74,160.35,371.09,2665.85,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€2,142.88"
493,11/30/23,11/12/23,56372910,72296766,72296767,11/29/23 0:00,0,Galway,9,0,95050005,"€2,000.00",8000,1/1/08 0:00,0,1461,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,36,Infrequent (Casual),,33,Full Irish,IE,11/12/15 0:00,Employed,Frequent,0,,,,,,,,990.79,842.63,0,83.34,11.39,94.73,1002.18,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€480.59
494,11/30/23,11/11/23,56360361,72279967,,11/15/23 0:00,0,Sligo,9,0,95040214,"€2,000.00",1000,1/1/07 0:00,0,1229,P,5,5,Parked On Drive,5,,Retired,Full Irish,IE,0,0,Proposer,79,Main,,,,,,,,,1186.1,1016.66,50,112.96,-59.3,103.66,1176.8,787.55,669.79,35,66.24,-39.38,61.86,783.17,848.68,729.11,35,81.01,-42.43,73.58,841.25,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€552.70
495,11/30/23,11/12/23,56379060,72305422,,11/13/23 0:00,0,Mayo,5,0,39097001,"€2,000.00",10000,1/1/10 0:00,0,1560,D,5,5,Kept On Private Property,5,,Self Employed,Full Irish,IE,0,0,Proposer,26,Main,,,,,,,,,999.78,856.95,0,95.22,-5.6,89.62,994.18,1067.68,908.03,0,89.8,-5.97,83.83,1061.71,1149.23,987.31,0,109.7,-6.44,103.26,1142.79,,,,,,,,Insurer_17,0,"Third party, fire, theft",N,Low,€650.12
496,11/30/23,11/12/23,56371937,72295316,72295317,11/24/23 0:00,0,Donegal,3,0,7130953,"€15,000.00",7000,1/1/15 0:00,0,1496,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,34,Main,Relative,56,Full Irish,IE,11/12/08 0:00,Employed,Frequent,0,1068.96,916.25,50,101.81,0,151.81,1118.96,1260.04,1071.63,50,105.98,0,155.98,1310.04,907.34,779.5,35,86.61,0,121.61,942.34,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€653.15
497,11/30/23,11/11/23,56343963,72257756,,12/9/23 0:00,0,Meath,5,0,95052243,"€7,000.00",6000,1/1/12 0:00,0,1685,D,5,5,Kept On Private Property,5,,Retired,Full Irish,IE,0,0,Proposer,81,Infrequent (Casual),,,,,,,,,1060.73,909.2,50,101.02,-53.04,97.98,1057.69,1276.47,1085.59,50,107.37,-63.83,93.54,1262.64,775.75,666.45,35,74.05,-38.79,70.26,771.96,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€529.40
498,11/30/23,11/12/23,56385536,72314125,72314126,11/13/23 0:00,0,Meath,0,1,95050126,"€4,000.00",7000,1/1/08 0:00,0,1242,P,5,3,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,21,Infrequent (Casual),Relative,57,Full Irish,IE,11/12/03 0:00,Employed,Frequent,0,,,,,,,,1782.67,1516.12,0,149.94,114.09,264.03,1896.76,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,912.83"
500,11/30/23,11/12/23,56374202,72298655,72298656,11/24/23 0:00,0,Cork,9,0,18503331,"€15,000.00",20000,1/1/14 0:00,0,2198,D,5,5,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,45,Infrequent (Casual),,45,Full Irish,IE,11/12/03 0:00,Employed,Frequent,0,392.27,336.23,10,37.36,17.57,64.93,419.84,765.05,650.65,35,64.35,34.26,133.61,834.31,387.7,333.07,10,37.01,17.36,64.37,415.06,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€354.64
501,11/30/23,11/11/23,56349250,72265220,72265221,12/1/23 0:00,0,Offaly,9,0,13002617,"€9,000.00",2000,1/1/13 0:00,0,898,P,5,5,Parked On Drive,4,,Unemployed,Full Irish,IE,0,0,Proposer,50,Frequent,,51,Full Irish,IE,11/11/03 0:00,Employed,Frequent,1,491.4,421.2,10,46.8,-24.57,32.23,476.83,494.16,420.27,10,41.56,-24.71,26.85,479.45,385.76,331.41,10,36.82,-19.29,27.53,376.47,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€352.39
503,11/30/23,11/11/23,56346779,72261862,72261863,11/13/23 0:00,0,Dublin,0,6,95056364,"€12,500.00",9000,1/1/17 0:00,0,1499,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,1,0,Proposer,26,Infrequent (Casual),Relative,55,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,2079.38,1782.32,80,198.04,0,278.04,2159.38,1899.42,1615.4,80,159.76,0,239.76,1979.42,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€934.57
504,11/30/23,11/12/23,56368566,72291056,,12/12/23 0:00,0,Wicklow,2,0,53608301,"€3,500.00",12000,1/1/11 0:00,0,1598,D,5,3,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,26,Main,,,,,,,,,1353.45,1160.1,50,128.9,0,178.9,1403.45,2135.97,1816.57,80,179.66,0,259.66,2215.97,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€709.05
505,11/30/23,11/11/23,56357019,72275860,,11/14/23 0:00,0,Westmeath,2,0,95053382,"€25,000.00",4000,1/1/17 0:00,0,1995,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,21,Main,,,,,,,,,2827,2423.14,80,269.24,0,349.24,2907,1085.3,923.02,50,91.29,0,141.29,1135.3,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,"€1,440.72"
506,11/30/23,11/12/23,56371375,72294551,,11/13/23 0:00,0,Dublin,1,0,95040520,"€8,000.00",5000,1/1/10 0:00,0,1997,D,5,5,Kept On Private Property,5,,Self Employed,Full Irish,IE,0,0,Proposer,26,Main,,,,,,,,,,,,,,,,2735.72,2326.64,0,230.11,168.99,399.1,2904.71,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Champion,€898.29
507,11/30/23,11/12/23,56364548,72285683,,11/19/23 0:00,0,Kildare,9,0,95051918,"€10,000.00",12000,1/1/14 0:00,0,1461,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,36,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€468.28
508,11/30/23,11/11/23,56354459,72272393,72272394,11/16/23 0:00,0,Galway,7,0,95059883,"€23,500.00",6000,1/1/20 0:00,0,1798,,5,,Parked On Drive,4,,Retired,Full Irish,IE,0,0,Proposer,67,,,69,Full Irish,IE,11/11/03 0:00,Retired,Frequent,0,346.5,297,10,33,24.26,67.26,380.76,562.21,478.14,35,47.29,39.36,121.65,636.57,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€377.54
510,11/30/23,11/11/23,56345178,72259512,72259513,12/5/23 0:00,0,Tipperary,1,0,95052577,"€6,000.00",6000,1/1/11 0:00,0,1560,D,5,5,Parked On Drive,5,,Unemployed,Full Irish,IE,0,0,Proposer,23,Main,Relative,59,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,1325.98,1136.56,0,126.28,89.24,215.52,1415.22,1217.67,1035.59,0,102.42,81.95,184.37,1299.62,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€840.72
511,11/30/23,11/12/23,56376850,72302369,,11/22/23 0:00,0,Meath,0,1,95051209,"€4,000.00",8000,1/1/10 0:00,0,1598,D,5,5,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,26,Main,,,,,,,,,2128.71,1824.61,0,202.73,34.63,237.36,2163.34,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,179.65"
512,11/30/23,11/12/23,56371959,72295346,72295347,12/1/23 0:00,0,Donegal,0,6,95040214,"€4,500.00",10000,1/1/12 0:00,0,1229,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,44,Infrequent (Casual),Unrelated,18,Provisional Irish,IE,11/12/23 0:00,Unemployed,Frequent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Champion,"€1,278.57"
514,11/30/23,11/11/23,56337117,72247669,72247670,11/28/23 0:00,0,Dublin,9,0,95040341,"€1,800.00",3000,1/1/07 0:00,0,1799,P,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,50,Infrequent (Casual),,44,Full Irish,IE,10/26/03 0:00,Employed,Frequent,0,,,,,,,,1346.92,1145.51,50,113.29,-67.36,95.93,1329.56,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€401.29
516,11/30/23,11/11/23,56345311,72259743,72259744,11/16/23 0:00,0,Dublin,9,0,4135384,"€15,000.00",3000,1/1/10 0:00,0,2967,D,5,5,Parked On Drive,4,,Employed,Full Irish,IE,0,0,Proposer,29,Infrequent (Casual),,30,Full Irish,IE,11/11/11 0:00,Self Employed,Frequent,0,,,,,,,,1319.02,1121.78,50,110.95,0,160.95,1369.02,1757.95,1510.26,80,167.81,0,247.81,1837.95,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€609.37
517,11/30/23,11/12/23,56376427,72301776,72301777,11/23/23 0:00,0,Cork,9,0,25737108,"€15,000.00",8000,1/1/16 0:00,0,1685,D,5,5,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,41,Infrequent (Casual),,43,Full Irish,IE,11/12/13 0:00,Employed,Frequent,0,383.24,328.49,10,36.5,0,46.5,393.24,795.31,676.38,35,66.9,0,101.9,830.31,581.65,499.7,35,55.52,0,90.52,616.65,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€354.73
518,11/30/23,11/11/23,56335619,72245460,,11/11/23 0:00,0,Dublin,0,0,95056612,"€18,000.00",12000,1/1/16 0:00,0,1197,P,5,5,Kept On Private Property,4,,Employed,Provisional Irish,IE,0,0,Proposer,22,Main,,,,,,,,,3699.64,3171.12,0,352.35,4.07,356.42,3703.71,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Low,"€1,960.71"
519,11/30/23,11/11/23,56352259,72269419,72269420,12/5/23 0:00,0,Cork,9,0,95053152,"€5,000.00",12000,1/1/12 0:00,0,1968,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,39,Main,,39,Full Irish,IE,11/11/06 0:00,Household Duties,Frequent,0,,,,,,,,619.6,526.95,0,52.12,-31.01,21.11,588.59,893.83,767.9,0,85.32,-44.74,40.58,849.09,,,,,,,,No Sale,0,"Third party, fire, theft",N,Low,€466.43
521,11/30/23,11/12/23,56371927,72295298,72295299,11/22/23 0:00,0,Clare,4,0,35510602,"€20,000.00",7000,1/1/05 0:00,0,2953,D,5,5,Parked On Drive,4,,Employed,Full Irish,IE,0,0,Proposer,23,Infrequent (Casual),Relative,55,Full Irish,IE,11/12/03 0:00,Employed,Frequent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€916.19
522,11/30/23,11/11/23,56354660,72272651,,11/11/23 0:00,0,Donegal,0,0,35528902,"€1,500.00",12000,1/1/07 0:00,0,1240,P,5,5,Parked On Drive,5,,Unemployed,Provisional Irish,IE,0,0,Proposer,24,Main,,,,,,,,,,,,,,,,2624.74,2232.27,0,220.77,277.09,497.86,2901.83,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,"€1,525.36"
523,11/30/23,11/11/23,56358521,72277750,,11/13/23 0:00,0,Cork,0,0,95058753,"€19,000.00",10000,1/1/19 0:00,0,999,,5,,Kept On Public Road,5,,Employed,Full EU,PT,0,0,Proposer,28,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,328.95"
524,11/30/23,11/12/23,56385655,72314269,,11/13/23 0:00,0,Galway,9,0,95052932,"€3,000.00",8000,1/1/11 0:00,0,1560,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,36,Infrequent (Casual),,,,,,,,,757.86,649.59,35,72.18,0,107.18,792.86,1052.4,895.03,50,88.52,0,138.52,1102.4,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€572.10
525,11/30/23,11/12/23,56371529,72294745,,11/16/23 0:00,0,Cavan,9,0,22537205,"€25,000.00",8000,1/1/20 0:00,0,1580,,5,,Kept On Private Property,5,,Employed,Full UK,GB,0,0,Proposer,41,Main,,,,,,,,,734.63,629.69,35,69.96,0,104.96,769.63,,,,,,,,773.49,664.51,35,73.83,0,108.83,808.49,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€418.97
527,11/30/23,11/12/23,56383842,72311898,72311899,12/12/23 0:00,0,Carlow,9,0,95053695,"€5,500.00",10000,1/1/13 0:00,0,1560,D,5,5,Kept On Private Property,5,,Household Duties,Full Irish,IE,0,0,Proposer,40,Main,,43,Full Irish,IE,11/12/08 0:00,Employed,Frequent,0,468.58,401.64,10,44.63,-28.11,26.52,450.47,795.48,676.53,35,66.91,-47.72,54.19,782.76,614.72,528.11,35,58.68,-36.88,56.8,612.84,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€351.60
528,11/30/23,11/11/23,56348001,72263493,,12/1/23 0:00,0,Galway,2,0,95051870,"€20,000.00",10000,1/1/15 0:00,0,1995,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,21,Main,,,,,,,,,,,,,,,,,,,,,,,2527.59,2171.47,0,241.27,161.77,403.04,2689.36,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,422.84"
529,11/30/23,11/11/23,56347069,72262243,72262244,12/1/23 0:00,0,Clare,9,0,41684488,"€6,000.00",20000,1/1/15 0:00,0,1461,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,51,Main,,54,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,426.39,365.48,10,40.61,-21.32,29.29,415.07,586.38,498.7,35,49.32,-29.31,55.01,592.07,576.3,495.1,35,55.01,-28.81,61.2,582.49,,,,,,,,Insurer_1,0,Comprehensive,Y,Other,€339.45
